Transaction_ID,Transaction_Date,Transaction_Hour,Customer_ID,Merchant_ID,Merchant_Name,Merchant_Category,City,Payment_Method,Bank_Name,Device_Type,Amount,Transaction_Status,Failure_Reason,Gateway_Response_Time_ms,Refund_Flag,Chargeback_Flag,Revenue_Fee,Settlement_Days,Is_High_Value,Risk_Score
TXN0001367,2026-04-22,20,CUST28871,MER040058,SkillBridge,Education,Mumbai,Debit Card,ICICI Bank,Android,1602.83,Success,,996,0,0,16.03,1.0,0,42
TXN0001368,2026-04-10,6,CUST23099,MER020129,CartBee,E-commerce,Mumbai,UPI,Bank of Baroda,iOS,389.1,Failed,Bank Server Timeout,1996,0,0,0.0,,0,24
TXN0001369,2026-02-02,16,CUST18111,MER070092,GameKart,Gaming,Pune,UPI,Axis Bank,Android,483.85,Success,,530,0,0,1.21,2.0,0,31
TXN0001370,2026-05-01,12,CUST32557,MER030086,TripNest,Travel,Mumbai,UPI,IndusInd Bank,Android,1590.46,Success,,787,0,0,3.98,2.0,0,48
TXN0001371,2025-10-30,23,CUST23648,MER040107,Tutorly,Education,Ahmedabad,Wallet,Canara Bank,Web,2149.0,Success,,605,0,0,30.09,1.0,0,38
TXN0001372,2025-12-09,22,CUST16829,MER070087,PlayRush,Gaming,Delhi,Debit Card,Kotak Mahindra Bank,Mobile Web,671.21,Success,,597,0,0,6.71,2.0,0,39
TXN0001373,2025-07-14,1,CUST19759,MER100039,CreditHub,Financial Services,Pune,UPI,Axis Bank,Web,1203.29,Success,,1089,0,0,3.01,2.0,0,49
TXN0001374,2026-03-01,21,CUST26391,MER020085,Trendora,E-commerce,Jaipur,Net Banking,Canara Bank,Android,1991.99,Failed,Network Error,2164,0,0,0.0,,0,25
TXN0001375,2025-04-25,6,CUST23608,MER050020,Wellnest,Healthcare,Mumbai,UPI,Yes Bank,iOS,2033.52,Success,,1180,0,0,5.08,1.0,0,59
TXN0001376,2025-01-18,23,CUST13127,MER030002,FlyQuick,Travel,Delhi,Credit Card,Axis Bank,Android,1476.34,Success,,246,1,0,26.57,1.0,0,49
TXN0001377,2025-08-02,16,CUST35658,MER020077,CartBee,E-commerce,Bengaluru,Credit Card,ICICI Bank,Android,2307.85,Success,,1037,0,0,41.54,1.0,0,30
TXN0001378,2025-08-19,7,CUST34513,MER050036,ClinicKart,Healthcare,Kolkata,UPI,Bank of Baroda,Android,3853.43,Success,,868,0,0,9.63,3.0,0,49
TXN0001379,2025-03-27,7,CUST30330,MER020023,ClickZone,E-commerce,Delhi,UPI,Bank of Baroda,iOS,1447.96,Success,,973,0,0,3.62,2.0,0,36
TXN0001380,2026-03-20,16,CUST34951,MER050009,Wellnest,Healthcare,Mumbai,UPI,Bank of Baroda,Web,1957.23,Success,,1540,0,0,4.89,1.0,0,39
TXN0001381,2025-06-09,7,CUST36121,MER010140,Snackzy,Food & Delivery,Bengaluru,Wallet,Kotak Mahindra Bank,iOS,675.95,Success,,887,0,0,9.46,3.0,0,40
TXN0001382,2026-02-27,20,CUST35286,MER060022,WorkNest,SaaS,Mumbai,UPI,Bank of Baroda,Android,3678.77,Success,,984,0,0,9.2,2.0,0,22
TXN0001383,2025-02-26,4,CUST26448,MER010067,UrbanMeals,Food & Delivery,Mumbai,Net Banking,IndusInd Bank,Android,413.51,Success,,925,0,0,4.96,1.0,0,41
TXN0001384,2025-03-16,16,CUST35796,MER020083,ShopSphere,E-commerce,Jaipur,Credit Card,IndusInd Bank,Android,1139.91,Success,,543,0,0,20.52,1.0,0,53
TXN0001385,2025-08-29,8,CUST27065,MER030042,TripNest,Travel,Mumbai,Net Banking,HDFC Bank,Mobile Web,3618.46,Success,,977,0,0,43.42,1.0,0,36
TXN0001386,2026-01-12,9,CUST22076,MER100131,CreditHub,Financial Services,Chennai,Net Banking,ICICI Bank,Web,2934.93,Success,,1003,0,0,35.22,3.0,0,26
TXN0001387,2026-01-23,19,CUST18176,MER080044,DailyStore,Retail,Delhi,UPI,ICICI Bank,iOS,1624.17,Success,,929,0,0,4.06,1.0,0,34
TXN0001388,2025-11-16,4,CUST36679,MER010065,Snackzy,Food & Delivery,Mumbai,Credit Card,Bank of Baroda,Mobile Web,449.29,Success,,1242,0,0,8.09,1.0,0,25
TXN0001389,2025-10-10,4,CUST27059,MER040071,Tutorly,Education,Delhi,UPI,ICICI Bank,Mobile Web,4198.13,Success,,1008,0,0,10.5,3.0,0,18
TXN0001390,2025-01-24,18,CUST31739,MER020090,ClickZone,E-commerce,Pune,UPI,IndusInd Bank,Mobile Web,2521.13,Success,,1082,0,0,6.3,2.0,0,24
TXN0001391,2025-03-09,3,CUST18487,MER020007,MegaMart,E-commerce,Pune,UPI,Bank of Baroda,Android,883.34,Success,,724,0,0,2.21,2.0,0,62
TXN0001392,2025-03-21,16,CUST32031,MER030016,VoyagePro,Travel,Kochi,Net Banking,HDFC Bank,Mobile Web,5467.47,Success,,842,0,0,65.61,1.0,0,36
TXN0001393,2026-05-28,7,CUST10432,MER010073,UrbanMeals,Food & Delivery,Bengaluru,UPI,Axis Bank,Android,584.15,Success,,613,0,0,1.46,1.0,0,46
TXN0001394,2025-07-31,23,CUST33087,MER010027,FoodKart,Food & Delivery,Chennai,UPI,IDFC First Bank,Android,322.1,Success,,428,0,0,0.81,2.0,0,22
TXN0001395,2025-12-11,2,CUST19479,MER010112,QuickBite,Food & Delivery,Hyderabad,Net Banking,SBI,Web,146.53,Success,,289,0,0,1.76,1.0,0,20
TXN0001396,2025-01-23,16,CUST39820,MER090074,PowerPay,Utilities,Bengaluru,UPI,IDFC First Bank,Android,408.66,Success,,1230,0,0,1.02,3.0,0,23
TXN0001397,2025-07-23,23,CUST11194,MER070141,PlayRush,Gaming,Delhi,UPI,IDFC First Bank,Android,214.33,Success,,322,0,0,0.54,1.0,0,25
TXN0001398,2026-03-11,9,CUST13190,MER050038,MediPlus,Healthcare,Mumbai,Credit Card,HDFC Bank,iOS,500.66,Success,,440,0,0,9.01,2.0,0,32
TXN0001399,2026-04-09,3,CUST29411,MER100096,CreditHub,Financial Services,Hyderabad,Credit Card,Canara Bank,Web,3971.25,Success,,907,0,1,71.48,1.0,0,63
TXN0001400,2025-11-30,22,CUST24063,MER010140,Snackzy,Food & Delivery,Delhi,Credit Card,HDFC Bank,iOS,271.7,Success,,897,0,0,4.89,1.0,0,25
TXN0001401,2025-09-05,6,CUST29260,MER060077,CloudDesk,SaaS,Mumbai,UPI,Bank of Baroda,Android,1866.55,Success,,837,0,0,4.67,2.0,0,26
TXN0001402,2025-11-05,22,CUST36304,MER080083,HomeKart,Retail,Kolkata,UPI,Kotak Mahindra Bank,Android,971.74,Success,,291,0,0,2.43,1.0,0,34
TXN0001403,2025-03-04,3,CUST20736,MER020028,ClickZone,E-commerce,Pune,UPI,SBI,Android,1423.18,Success,,1488,0,0,3.56,2.0,0,28
TXN0001404,2025-10-22,5,CUST31534,MER020057,CartBee,E-commerce,Delhi,UPI,Kotak Mahindra Bank,Android,1803.65,Success,,1017,0,0,4.51,1.0,0,39
TXN0001405,2025-10-28,11,CUST39650,MER050048,ClinicKart,Healthcare,Kolkata,UPI,Kotak Mahindra Bank,Android,4436.76,Success,,932,0,0,11.09,2.0,0,42
TXN0001406,2025-01-21,12,CUST32430,MER010092,QuickBite,Food & Delivery,Jaipur,UPI,Bank of Baroda,Android,393.9,Success,,1046,0,0,0.98,1.0,0,19
TXN0001407,2025-04-09,0,CUST11480,MER020129,CartBee,E-commerce,Bengaluru,Debit Card,HDFC Bank,Mobile Web,454.16,Success,,821,0,0,4.54,1.0,0,39
TXN0001408,2026-03-24,17,CUST29783,MER040022,CourseKart,Education,Chennai,UPI,Axis Bank,Android,4072.56,Success,,965,0,0,10.18,2.0,0,29
TXN0001409,2025-02-19,16,CUST30371,MER010149,DailyDine,Food & Delivery,Chennai,Credit Card,Canara Bank,Android,791.91,Success,,851,0,0,14.25,2.0,0,60
TXN0001410,2025-03-06,8,CUST22349,MER080085,DailyStore,Retail,Pune,Wallet,Yes Bank,Android,518.3,Success,,610,0,0,7.26,2.0,0,43
TXN0001411,2025-06-02,2,CUST33315,MER100108,CreditHub,Financial Services,Chennai,Credit Card,ICICI Bank,Mobile Web,2719.46,Success,,1112,0,0,48.95,2.0,0,47
TXN0001412,2025-05-05,8,CUST15108,MER060016,WorkNest,SaaS,Bengaluru,Credit Card,Canara Bank,Android,1225.29,Failed,Card Declined,1998,0,0,0.0,,0,4
TXN0001413,2026-01-07,3,CUST27667,MER020032,ClickZone,E-commerce,Bengaluru,Credit Card,Axis Bank,Android,1091.06,Success,,664,0,0,19.64,1.0,0,44
TXN0001414,2025-06-21,9,CUST11313,MER050006,CarePoint,Healthcare,Kolkata,Net Banking,ICICI Bank,Android,1231.42,Success,,666,0,0,14.78,1.0,0,53
TXN0001415,2025-02-26,19,CUST30074,MER060098,BillStack,SaaS,Chennai,UPI,Kotak Mahindra Bank,Android,5761.66,Success,,1151,0,0,14.4,1.0,0,34
TXN0001416,2025-02-25,14,CUST35525,MER010026,QuickBite,Food & Delivery,Ahmedabad,Net Banking,Canara Bank,Web,297.32,Success,,1116,0,0,3.57,1.0,0,34
TXN0001417,2025-04-23,5,CUST37343,MER100126,InvestPlus,Financial Services,Delhi,Credit Card,Kotak Mahindra Bank,Android,2284.95,Success,,741,0,0,41.13,1.0,0,53
TXN0001418,2026-04-03,5,CUST10711,MER020031,MegaMart,E-commerce,Kolkata,UPI,SBI,Android,720.98,Success,,1452,0,0,1.8,1.0,0,21
TXN0001419,2025-09-17,6,CUST38699,MER030115,FlyQuick,Travel,Bengaluru,Net Banking,SBI,Web,2454.87,Success,,741,1,0,29.46,2.0,0,30
TXN0001420,2025-07-19,22,CUST38465,MER050112,HealthHub,Healthcare,Bengaluru,Debit Card,Kotak Mahindra Bank,Web,2297.8,Success,,854,0,0,22.98,3.0,0,46
TXN0001421,2025-01-05,20,CUST13809,MER030096,FlyQuick,Travel,Pune,UPI,Canara Bank,Mobile Web,5523.82,Success,,611,0,0,13.81,1.0,0,26
TXN0001422,2025-12-18,16,CUST28593,MER060015,TaskPilot,SaaS,Mumbai,Credit Card,SBI,Web,4133.05,Success,,1080,0,0,74.39,1.0,0,64
TXN0001423,2025-11-13,2,CUST10143,MER080052,UrbanBazaar,Retail,Pune,Credit Card,SBI,Web,1805.17,Success,,783,0,0,32.49,1.0,0,41
TXN0001424,2025-06-15,1,CUST32654,MER100043,WealthKart,Financial Services,Delhi,UPI,Yes Bank,iOS,3233.48,Success,,484,0,0,8.08,2.0,0,37
TXN0001425,2025-07-16,15,CUST22140,MER050144,MediPlus,Healthcare,Ahmedabad,Credit Card,Kotak Mahindra Bank,Web,2686.02,Success,,767,0,0,48.35,2.0,0,34
TXN0001426,2025-03-14,16,CUST13549,MER100020,LoanBridge,Financial Services,Kolkata,Net Banking,Axis Bank,Android,5862.98,Success,,1002,0,0,70.36,2.0,0,53
TXN0001427,2026-02-25,2,CUST18366,MER050074,MediPlus,Healthcare,Pune,Net Banking,Axis Bank,Mobile Web,1598.16,Success,,922,0,0,19.18,1.0,0,48
TXN0001428,2025-06-15,21,CUST20168,MER020123,CartBee,E-commerce,Chennai,Debit Card,Axis Bank,iOS,1239.28,Success,,873,0,0,12.39,3.0,0,42
TXN0001429,2025-10-24,6,CUST29930,MER040024,LearnLoop,Education,Kolkata,UPI,ICICI Bank,iOS,8238.46,Success,,1049,0,0,20.6,2.0,0,19
TXN0001430,2025-12-05,14,CUST13697,MER100109,WealthKart,Financial Services,Delhi,UPI,Canara Bank,iOS,932.69,Success,,622,0,0,2.33,2.0,0,46
TXN0001431,2025-05-05,3,CUST16796,MER090138,RechargePro,Utilities,Pune,UPI,Yes Bank,Web,458.09,Success,,774,0,0,1.15,1.0,0,32
TXN0001432,2025-07-11,18,CUST19251,MER050042,Wellnest,Healthcare,Hyderabad,UPI,Axis Bank,Mobile Web,677.05,Success,,1077,0,0,1.69,1.0,0,45
TXN0001433,2025-09-14,12,CUST36699,MER040002,SkillBridge,Education,Delhi,Credit Card,Kotak Mahindra Bank,Mobile Web,5242.51,Success,,1105,0,0,94.37,1.0,0,45
TXN0001434,2025-10-26,10,CUST15394,MER020016,MegaMart,E-commerce,Mumbai,UPI,IDFC First Bank,Web,238.19,Success,,1009,0,0,0.6,1.0,0,27
TXN0001435,2025-05-28,22,CUST35085,MER030117,TripNest,Travel,Hyderabad,Wallet,HDFC Bank,iOS,7244.74,Success,,696,0,0,101.43,2.0,0,33
TXN0001436,2025-04-01,1,CUST22778,MER070130,XPZone,Gaming,Mumbai,UPI,IDFC First Bank,Android,132.62,Failed,UPI Limit Exceeded,2966,0,0,0.0,,0,54
TXN0001437,2025-04-20,22,CUST21430,MER020014,CartBee,E-commerce,Mumbai,Debit Card,Kotak Mahindra Bank,Android,2333.85,Success,,505,0,0,23.34,3.0,0,47
TXN0001438,2025-11-28,19,CUST21465,MER020112,Trendora,E-commerce,Hyderabad,Net Banking,IndusInd Bank,iOS,2313.59,Success,,910,0,0,27.76,2.0,0,27
TXN0001439,2025-06-01,6,CUST14536,MER020073,CartBee,E-commerce,Chennai,UPI,Kotak Mahindra Bank,Android,3435.5,Success,,682,0,0,8.59,1.0,0,33
TXN0001440,2025-03-10,12,CUST32718,MER010093,QuickBite,Food & Delivery,Chennai,Credit Card,Kotak Mahindra Bank,Android,277.07,Success,,1059,0,0,4.99,1.0,0,14
TXN0001441,2025-09-13,8,CUST10293,MER080108,HomeKart,Retail,Delhi,UPI,ICICI Bank,Android,1022.87,Success,,471,0,0,2.56,2.0,0,31
TXN0001442,2025-06-07,21,CUST13533,MER020048,ShopSphere,E-commerce,Pune,UPI,Kotak Mahindra Bank,iOS,866.92,Success,,645,0,0,2.17,3.0,0,12
TXN0001443,2026-05-08,2,CUST26216,MER010024,UrbanMeals,Food & Delivery,Mumbai,UPI,Kotak Mahindra Bank,iOS,1612.32,Success,,985,0,0,4.03,1.0,0,24
TXN0001444,2026-04-06,0,CUST10682,MER010037,QuickBite,Food & Delivery,Mumbai,Net Banking,Yes Bank,iOS,627.2,Success,,1048,1,0,7.53,1.0,0,56
TXN0001445,2025-09-20,11,CUST38807,MER100015,InvestPlus,Financial Services,Bengaluru,UPI,SBI,iOS,5620.43,Success,,833,0,0,14.05,2.0,0,52
TXN0001446,2025-06-05,22,CUST36895,MER010135,QuickBite,Food & Delivery,Bengaluru,Debit Card,ICICI Bank,Mobile Web,618.96,Success,,746,0,0,6.19,2.0,0,22
TXN0001447,2025-02-04,20,CUST30480,MER010047,Snackzy,Food & Delivery,Jaipur,UPI,Axis Bank,Android,895.77,Success,,1434,0,0,2.24,1.0,0,39
TXN0001448,2025-11-21,6,CUST14493,MER080036,StyleStreet,Retail,Bengaluru,UPI,IDFC First Bank,Mobile Web,1932.93,Success,,1057,0,0,4.83,2.0,0,60
TXN0001449,2025-07-19,4,CUST21432,MER020010,ShopSphere,E-commerce,Ahmedabad,Debit Card,HDFC Bank,Web,3012.38,Success,,868,0,0,30.12,1.0,0,57
TXN0001450,2025-04-19,8,CUST25545,MER010060,DailyDine,Food & Delivery,Pune,UPI,IndusInd Bank,Mobile Web,467.48,Success,,587,0,0,1.17,1.0,0,33
TXN0001451,2026-01-07,19,CUST24171,MER100061,CreditHub,Financial Services,Hyderabad,UPI,SBI,iOS,5281.52,Success,,799,0,0,13.2,2.0,0,38
TXN0001452,2025-12-24,4,CUST37224,MER030132,RideGo,Travel,Mumbai,Net Banking,SBI,iOS,4012.26,Success,,763,0,0,48.15,2.0,0,34
TXN0001453,2026-05-13,17,CUST36491,MER020062,Trendora,E-commerce,Bengaluru,Credit Card,IDFC First Bank,Mobile Web,836.72,Success,,1028,0,0,15.06,3.0,0,43
TXN0001454,2026-01-21,6,CUST20391,MER050007,Wellnest,Healthcare,Mumbai,UPI,HDFC Bank,iOS,598.39,Success,,565,0,0,1.5,1.0,0,54
TXN0001455,2025-04-19,0,CUST12631,MER010113,Snackzy,Food & Delivery,Delhi,Credit Card,Canara Bank,Web,1426.64,Failed,Card Declined,3488,0,0,0.0,,0,30
TXN0001456,2025-02-03,20,CUST24655,MER070134,PlayRush,Gaming,Mumbai,UPI,IndusInd Bank,Android,960.33,Failed,UPI Limit Exceeded,3413,0,0,0.0,,0,31
TXN0001457,2025-01-13,22,CUST30763,MER070088,PlayRush,Gaming,Bengaluru,Debit Card,IndusInd Bank,Android,404.05,Success,,856,1,0,4.04,2.0,0,34
TXN0001458,2025-04-26,21,CUST10514,MER050144,MediPlus,Healthcare,Mumbai,Wallet,SBI,Android,394.67,Success,,904,1,0,5.53,1.0,0,69
TXN0001459,2025-05-15,4,CUST25387,MER050062,HealthHub,Healthcare,Pune,Net Banking,Bank of Baroda,Android,2791.85,Success,,738,0,0,33.5,2.0,0,39
TXN0001460,2026-04-10,3,CUST39597,MER020139,ClickZone,E-commerce,Ahmedabad,UPI,Bank of Baroda,iOS,1325.18,Success,,692,0,0,3.31,1.0,0,28
TXN0001461,2026-05-24,23,CUST31832,MER030051,VoyagePro,Travel,Chennai,UPI,IDFC First Bank,Mobile Web,4473.43,Success,,1056,0,0,11.18,1.0,0,39
TXN0001462,2026-03-01,21,CUST26961,MER020077,ClickZone,E-commerce,Kolkata,Wallet,SBI,Web,1027.36,Success,,485,0,0,14.38,1.0,0,51
TXN0001463,2026-04-18,23,CUST17158,MER080144,ValueMart,Retail,Chennai,UPI,SBI,Web,2290.42,Success,,1349,0,0,5.73,2.0,0,26
TXN0001464,2025-01-25,14,CUST27433,MER100045,LoanBridge,Financial Services,Bengaluru,UPI,Kotak Mahindra Bank,Android,1778.05,Success,,816,0,0,4.45,2.0,0,40
TXN0001465,2025-06-02,8,CUST18836,MER040081,SkillBridge,Education,Ahmedabad,Credit Card,Yes Bank,Android,23854.68,Failed,Card Declined,538,0,0,0.0,,1,27
TXN0001466,2025-01-23,4,CUST32582,MER010034,QuickBite,Food & Delivery,Kochi,UPI,SBI,Android,259.61,Success,,1070,0,0,0.65,1.0,0,30
TXN0001467,2025-06-30,14,CUST13660,MER020026,ShopSphere,E-commerce,Kolkata,Debit Card,Yes Bank,iOS,383.02,Success,,754,0,0,3.83,1.0,0,28
TXN0001468,2025-07-25,4,CUST32673,MER020029,MegaMart,E-commerce,Delhi,UPI,Bank of Baroda,Web,574.28,Success,,1017,0,0,1.44,3.0,0,37
TXN0001469,2025-07-21,14,CUST17608,MER080150,StyleStreet,Retail,Kolkata,Credit Card,Bank of Baroda,Mobile Web,1065.18,Success,,341,0,0,19.17,1.0,0,19
TXN0001470,2025-12-19,10,CUST16547,MER080117,UrbanBazaar,Retail,Mumbai,Debit Card,Bank of Baroda,Android,893.84,Success,,1132,0,0,8.94,1.0,0,60
TXN0001471,2025-11-25,16,CUST26833,MER010008,DailyDine,Food & Delivery,Mumbai,Debit Card,SBI,Web,410.29,Success,,792,1,0,4.1,1.0,0,58
TXN0001472,2026-03-20,12,CUST12417,MER080087,HomeKart,Retail,Mumbai,UPI,IndusInd Bank,Web,1150.19,Success,,935,0,0,2.88,1.0,0,47
TXN0001473,2025-04-08,2,CUST19189,MER010056,UrbanMeals,Food & Delivery,Chennai,Net Banking,Bank of Baroda,Android,585.18,Success,,790,0,0,7.02,2.0,0,50
TXN0001474,2025-02-14,9,CUST15758,MER020142,CartBee,E-commerce,Delhi,UPI,IndusInd Bank,Web,2099.72,Success,,988,0,0,5.25,1.0,0,35
TXN0001475,2026-04-19,12,CUST39338,MER020050,MegaMart,E-commerce,Bengaluru,UPI,Canara Bank,Android,805.38,Success,,990,0,0,2.01,2.0,0,17
TXN0001476,2025-05-02,18,CUST23370,MER060005,CRMFlow,SaaS,Bengaluru,Credit Card,IndusInd Bank,iOS,1074.79,Success,,656,0,0,19.35,1.0,0,66
TXN0001477,2025-02-19,21,CUST34368,MER080022,HomeKart,Retail,Hyderabad,Net Banking,Axis Bank,Web,455.06,Success,,1207,0,0,5.46,2.0,0,41
TXN0001478,2025-02-28,15,CUST21764,MER080007,StyleStreet,Retail,Delhi,Debit Card,Yes Bank,Android,546.27,Success,,853,0,0,5.46,2.0,0,37
TXN0001479,2025-03-04,21,CUST14291,MER010002,UrbanMeals,Food & Delivery,Mumbai,UPI,Axis Bank,Android,859.54,Success,,667,0,0,2.15,2.0,0,39
TXN0001480,2025-08-29,12,CUST17791,MER020013,ClickZone,E-commerce,Mumbai,Credit Card,HDFC Bank,Android,1615.37,Success,,874,0,0,29.08,1.0,0,59
TXN0001481,2025-09-28,6,CUST26548,MER020139,ClickZone,E-commerce,Pune,UPI,ICICI Bank,iOS,676.25,Failed,Payment Gateway Timeout,3008,0,0,0.0,,0,41
TXN0001482,2025-03-19,18,CUST13229,MER020001,CartBee,E-commerce,Bengaluru,UPI,Kotak Mahindra Bank,Android,528.92,Success,,1254,0,0,1.32,2.0,0,47
TXN0001483,2025-03-01,15,CUST37562,MER060107,TaskPilot,SaaS,Pune,Net Banking,Bank of Baroda,iOS,5788.93,Success,,525,0,0,69.47,1.0,0,25
TXN0001484,2026-02-01,8,CUST21587,MER020006,ShopSphere,E-commerce,Delhi,Credit Card,Kotak Mahindra Bank,iOS,735.86,Success,,406,0,0,13.25,1.0,0,30
TXN0001485,2025-07-28,22,CUST15909,MER080027,DailyStore,Retail,Chennai,Credit Card,HDFC Bank,Web,694.44,Success,,617,0,0,12.5,1.0,0,49
TXN0001486,2025-10-10,5,CUST24861,MER020048,ShopSphere,E-commerce,Delhi,UPI,Yes Bank,Android,1219.16,Success,,1007,0,0,3.05,1.0,0,14
TXN0001487,2025-04-20,19,CUST35440,MER010098,DailyDine,Food & Delivery,Delhi,Net Banking,Axis Bank,iOS,503.59,Success,,889,0,0,6.04,2.0,0,51
TXN0001488,2026-01-07,3,CUST12256,MER060098,CRMFlow,SaaS,Bengaluru,Debit Card,HDFC Bank,Android,973.47,Success,,743,0,1,9.73,3.0,0,45
TXN0001489,2025-03-27,18,CUST16081,MER020096,ShopSphere,E-commerce,Bengaluru,UPI,Yes Bank,Android,975.0,Success,,380,0,0,2.44,1.0,0,1
TXN0001490,2025-01-22,3,CUST39570,MER050131,Wellnest,Healthcare,Hyderabad,Net Banking,Bank of Baroda,Android,1311.82,Success,,1081,1,0,15.74,1.0,0,25
TXN0001491,2026-04-14,15,CUST15936,MER080148,DailyStore,Retail,Mumbai,Net Banking,Axis Bank,Android,1894.39,Success,,634,0,0,22.73,3.0,0,78
TXN0001492,2025-10-25,17,CUST28973,MER020038,ClickZone,E-commerce,Bengaluru,UPI,Axis Bank,Android,460.88,Success,,1123,0,0,1.15,1.0,0,43
TXN0001493,2025-03-30,17,CUST32189,MER060086,BillStack,SaaS,Jaipur,UPI,IndusInd Bank,Web,2538.52,Success,,444,0,0,6.35,1.0,0,41
TXN0001494,2026-04-23,3,CUST14072,MER090126,PowerPay,Utilities,Bengaluru,UPI,IndusInd Bank,Android,225.0,Success,,976,0,0,0.56,2.0,0,24
TXN0001495,2026-05-30,21,CUST38232,MER060105,CRMFlow,SaaS,Hyderabad,UPI,HDFC Bank,Android,2003.12,Success,,433,0,0,5.01,2.0,0,3
TXN0001496,2025-11-18,21,CUST12328,MER040130,Tutorly,Education,Delhi,UPI,IndusInd Bank,Android,6116.7,Success,,793,0,0,15.29,1.0,0,39
TXN0001497,2025-06-10,22,CUST13766,MER040044,SkillBridge,Education,Delhi,Credit Card,HDFC Bank,iOS,1518.18,Success,,596,0,0,27.33,2.0,0,30
TXN0001498,2026-02-14,5,CUST17952,MER020015,Trendora,E-commerce,Kolkata,UPI,IndusInd Bank,Android,1294.49,Success,,1020,0,0,3.24,2.0,0,28
TXN0001499,2025-07-02,1,CUST29784,MER010056,FoodKart,Food & Delivery,Kolkata,Debit Card,IndusInd Bank,iOS,638.52,Success,,1445,0,0,6.39,2.0,0,22
TXN0001500,2025-05-24,2,CUST38432,MER090127,RechargePro,Utilities,Kolkata,UPI,ICICI Bank,iOS,493.17,Success,,659,0,0,1.23,1.0,0,59
TXN0001501,2026-02-25,23,CUST18248,MER010143,UrbanMeals,Food & Delivery,Delhi,UPI,IndusInd Bank,iOS,443.04,Success,,1137,1,0,1.11,1.0,0,16
TXN0001502,2025-11-07,15,CUST21874,MER060079,BillStack,SaaS,Chennai,Credit Card,Canara Bank,Web,8867.84,Success,,930,0,0,159.62,2.0,0,16
TXN0001503,2025-05-17,13,CUST23123,MER020108,ShopSphere,E-commerce,Pune,Debit Card,Yes Bank,iOS,1353.67,Success,,1492,0,0,13.54,1.0,0,48
TXN0001504,2025-04-16,16,CUST14346,MER070079,PlayRush,Gaming,Kochi,UPI,Axis Bank,iOS,843.78,Success,,226,0,0,2.11,2.0,0,37
TXN0001505,2025-06-28,6,CUST20246,MER020112,CartBee,E-commerce,Ahmedabad,Debit Card,HDFC Bank,Android,2191.09,Success,,1232,0,0,21.91,3.0,0,50
TXN0001506,2025-01-24,22,CUST24393,MER020079,Trendora,E-commerce,Kolkata,UPI,Kotak Mahindra Bank,Android,937.59,Success,,800,0,0,2.34,1.0,0,41
TXN0001507,2025-08-01,19,CUST30318,MER020139,Trendora,E-commerce,Mumbai,UPI,IndusInd Bank,Android,1264.63,Success,,728,0,0,3.16,2.0,0,39
TXN0001508,2026-01-31,0,CUST31070,MER090007,PowerPay,Utilities,Bengaluru,Net Banking,SBI,Android,329.85,Success,,740,0,0,3.96,3.0,0,31
TXN0001509,2025-07-07,20,CUST35408,MER100045,WealthKart,Financial Services,Chennai,Credit Card,Bank of Baroda,Android,1618.5,Success,,1104,0,0,29.13,2.0,0,42
TXN0001510,2025-05-30,0,CUST19190,MER080033,DailyStore,Retail,Kolkata,Credit Card,HDFC Bank,Web,4944.06,Success,,1093,0,0,88.99,1.0,0,31
TXN0001511,2025-06-06,13,CUST22155,MER020121,CartBee,E-commerce,Mumbai,Debit Card,IDFC First Bank,iOS,1418.14,Success,,576,0,0,14.18,1.0,0,21
TXN0001512,2025-08-09,19,CUST21257,MER100085,WealthKart,Financial Services,Jaipur,UPI,IDFC First Bank,Android,944.44,Success,,737,0,0,2.36,3.0,0,29
TXN0001513,2026-04-28,16,CUST28656,MER030064,TripNest,Travel,Kochi,Wallet,IndusInd Bank,Android,1191.42,Success,,655,0,0,16.68,2.0,0,45
TXN0001514,2025-11-11,11,CUST34970,MER040010,LearnLoop,Education,Kolkata,UPI,Kotak Mahindra Bank,Android,3898.6,Success,,1175,0,0,9.75,1.0,0,32
TXN0001515,2026-04-20,4,CUST18462,MER030149,VoyagePro,Travel,Delhi,Credit Card,Bank of Baroda,iOS,2731.64,Success,,1100,1,0,49.17,2.0,0,52
TXN0001516,2026-03-30,19,CUST18543,MER010135,UrbanMeals,Food & Delivery,Ahmedabad,UPI,Kotak Mahindra Bank,iOS,1219.55,Success,,1104,0,0,3.05,2.0,0,27
TXN0001517,2025-03-01,11,CUST18545,MER010075,DailyDine,Food & Delivery,Bengaluru,Credit Card,IDFC First Bank,Android,688.27,Success,,1042,0,0,12.39,2.0,0,40
TXN0001518,2025-12-04,19,CUST31159,MER090005,RechargePro,Utilities,Kochi,Credit Card,Canara Bank,Android,408.65,Success,,583,0,0,7.36,1.0,0,46
TXN0001519,2025-07-25,6,CUST39476,MER070043,GameKart,Gaming,Hyderabad,Net Banking,IDFC First Bank,Android,397.99,Success,,914,0,0,4.78,2.0,0,42
TXN0001520,2026-02-23,14,CUST35874,MER020132,MegaMart,E-commerce,Bengaluru,UPI,Yes Bank,Android,558.72,Success,,536,0,0,1.4,2.0,0,36
TXN0001521,2025-02-10,5,CUST35225,MER010006,QuickBite,Food & Delivery,Delhi,Credit Card,Axis Bank,Android,469.58,Success,,785,0,1,8.45,1.0,0,30
